"gene_id","gene_name","padj"
"ENSG00000145309.6","CABS1",0.349542638514765
"ENSG00000007216.15","SLC13A2",0.350090052319997
"ENSG00000148832.16","PAOX",0.350090052319997
"ENSG00000129437.11","KLK14",0.350187572148116
"ENSG00000108784.10","NAGLU",0.350188932426692
"ENSG00000188522.15","FAM83G",0.350597949197048
"ENSG00000248905.10","FMN1",0.350668475803078
"ENSG00000114742.14","WDR48",0.350793383075067
"ENSG00000121417.14","ZNF211",0.350793383075067
"ENSG00000183878.15","UTY",0.350793383075067
"ENSG00000125975.14","C20orf173",0.350993864071266
"ENSG00000174780.17","SRP72",0.350997948734068
"ENSG00000135525.18","MAP7",0.351050420195721
"ENSG00000180098.9","TRNAU1AP",0.351263070947742
"ENSG00000113597.18","TRAPPC13",0.351352127584262
"ENSG00000180264.11","ADGRD2",0.351401375350384
"ENSG00000159433.12","STARD9",0.351411970205983
"ENSG00000198885.10","ITPRIPL1",0.352125466506074
"ENSG00000188050.3","RNF133",0.352160193969779
"ENSG00000144909.8","OSBPL11",0.352275551146254
"ENSG00000166928.11","MS4A14",0.352301508328339
"ENSG00000140464.20","PML",0.352489867936334
"ENSG00000132313.15","MRPL35",0.352523499323636
"ENSG00000132702.13","HAPLN2",0.352523499323636
"ENSG00000184500.16","PROS1",0.352523499323636
"ENSG00000163040.15","CCDC74A",0.352609849403599
"ENSG00000139190.17","VAMP1",0.352666192592105
"ENSG00000135749.19","PCNX2",0.352682660081666
"ENSG00000197249.14","SERPINA1",0.352682660081666
"ENSG00000114859.16","CLCN2",0.352686518082647
"ENSG00000170854.18","RIOX2",0.35274960854626
"ENSG00000205560.13","CPT1B",0.352880901674593
"ENSG00000249773.3","AC092647.5",0.353234428292959
"ENSG00000095464.10","PDE6C",0.353415999474861
"ENSG00000185127.6","C6orf120",0.353452389199638
"ENSG00000094880.11","CDC23",0.353630007776089
"ENSG00000268041.2","ERFL",0.353952205210234
"ENSG00000183644.13","HOATZ",0.354034198444055
"ENSG00000130349.10","MTRES1",0.354051309981543
"ENSG00000139648.7","KRT71",0.354152525017067
"ENSG00000173626.10","TRAPPC3L",0.354289440400439
"ENSG00000100503.26","NIN",0.354311159625582
"ENSG00000064489.23","BORCS8-MEF2B",0.354361043927601
"ENSG00000107863.18","ARHGAP21",0.354457148002859
"ENSG00000278685.4","IQCA1L",0.354530973167545
"ENSG00000204178.11","MACO1",0.354547309572213
"ENSG00000141161.12","UNC45B",0.354616241723526
"ENSG00000168904.15","LRRC28",0.354746320326303
"ENSG00000156239.12","N6AMT1",0.35484035253549
"ENSG00000143157.12","POGK",0.354850056507446
"ENSG00000186191.8","BPIFB4",0.355029644719694
"ENSG00000102081.15","FMR1",0.355281121586637
"ENSG00000168589.15","DYNLRB2",0.355699552330876
"ENSG00000168310.11","IRF2",0.355765186128604
"ENSG00000174225.15","ARL13A",0.356091823911558
"ENSG00000158516.12","CPA2",0.356148042496683
"ENSG00000180263.14","FGD6",0.356305842845924
"ENSG00000166035.11","LIPC",0.356505068107954
"ENSG00000186844.6","LCE1A",0.356816335297429
"ENSG00000189375.12","TBC1D28",0.357046771301289
"ENSG00000066382.16","MPPED2",0.357507437880666
"ENSG00000115947.14","ORC4",0.357923571796254
"ENSG00000164406.8","LEAP2",0.358273793497569
"ENSG00000163900.11","TMEM41A",0.358416050324556
"ENSG00000105443.15","CYTH2",0.358456382235374
"ENSG00000168255.20","POLR2J3",0.358456382235374
"ENSG00000181333.12","HEPHL1",0.358456382235374
"ENSG00000105419.18","MEIS3",0.358727061476992
"ENSG00000070526.15","ST6GALNAC1",0.358798131040759
"ENSG00000100393.14","EP300",0.358798131040759
"ENSG00000135517.9","MIP",0.359137141547448
"ENSG00000176919.13","C8G",0.359137141547448
"ENSG00000204913.6","LRRC3C",0.359137141547448
"ENSG00000203883.7","SOX18",0.359141580834868
"ENSG00000116661.11","FBXO2",0.359292464751316
"ENSG00000158014.15","SLC30A2",0.359292464751316
"ENSG00000067048.17","DDX3Y",0.359563272152604
"ENSG00000172209.6","GPR22",0.35962095869801
"ENSG00000067955.15","CBFB",0.359795696905302
"ENSG00000103184.12","SEC14L5",0.359795696905302
"ENSG00000145779.8","TNFAIP8",0.359795696905302
"ENSG00000196367.14","TRRAP",0.359795696905302
"ENSG00000127419.17","TMEM175",0.360045746828868
"ENSG00000064300.9","NGFR",0.360189279371191
"ENSG00000082996.20","RNF13",0.360287806008229
"ENSG00000091592.16","NLRP1",0.360287806008229
"ENSG00000142330.20","CAPN10",0.360287806008229
"ENSG00000185958.10","FAM186A",0.360287806008229
"ENSG00000198860.13","TSEN15",0.360287806008229
"ENSG00000004534.15","RBM6",0.360307648331268
"ENSG00000233803.9","TSPY4",0.360399027062572
"ENSG00000221995.5","TIAF1",0.360445008685371
"ENSG00000204941.14","PSG5",0.360562927132711
"ENSG00000164796.18","CSMD3",0.360847096669979
"ENSG00000186452.11","TMPRSS12",0.361122518559913
"ENSG00000169189.17","NSMCE1",0.361239179538575
"ENSG00000180287.17","PLD5",0.36133506805523
"ENSG00000271303.2","SRXN1",0.361446467396769
"ENSG00000107807.13","TLX1",0.36146232288734
"ENSG00000144191.12","CNGA3",0.361559535145733
"ENSG00000213780.11","GTF2H4",0.361559535145733
"ENSG00000275023.5","MLLT6",0.361559535145733
"ENSG00000143324.14","XPR1",0.361645611518239
"ENSG00000103495.14","MAZ",0.361690940862712
"ENSG00000126746.17","ZNF384",0.361690940862712
"ENSG00000160551.12","TAOK1",0.361690940862712
"ENSG00000126562.17","WNK4",0.361716860755171
"ENSG00000072310.17","SREBF1",0.361743820686669
"ENSG00000160218.13","TRAPPC10",0.361743820686669
"ENSG00000161249.21","DMKN",0.361750052646184
"ENSG00000166347.19","CYB5A",0.361823007828426
"ENSG00000260458.3","KCNJ18",0.361986736941894
"ENSG00000125877.13","ITPA",0.362038309029705
"ENSG00000067369.14","TP53BP1",0.362047865474509
"ENSG00000184575.12","XPOT",0.362107847915781
"ENSG00000120696.9","KBTBD7",0.362255077830947
"ENSG00000282881.2","TMEM275",0.362267219851425
"ENSG00000262576.3","PCDHGA4",0.362892756410026
"ENSG00000196812.5","ZSCAN16",0.36290000699339
"ENSG00000015475.19","BID",0.363014041912566
"ENSG00000186007.10","LEMD1",0.363061515158276
"ENSG00000162746.14","FCRLB",0.363390062263263
"ENSG00000116857.17","TMEM9",0.363597875065216
"ENSG00000165521.15","EML5",0.363933878215825
"ENSG00000214029.5","ZNF891",0.363978548113655
"ENSG00000117598.13","PLPPR5",0.364002487344481
"ENSG00000183638.6","RP1L1",0.364134314760258
"ENSG00000119878.6","CRIPT",0.364224652126129
"ENSG00000071991.9","CDH19",0.364523010689409
"ENSG00000130433.7","CACNG6",0.364526094984604
"ENSG00000135974.10","C2orf49",0.364729985233722
"ENSG00000165171.11","METTL27",0.364840950102209
"ENSG00000197841.15","ZNF181",0.364840950102209
"ENSG00000214102.7","WEE2",0.365122163525736
"ENSG00000188818.12","ZDHHC11",0.365174102493543
"ENSG00000233232.7","NPIPB7",0.365278800110066
"ENSG00000134882.16","UBAC2",0.365351210901579
"ENSG00000167306.20","MYO5B",0.365351210901579
"ENSG00000213930.12","GALT",0.365351210901579
"ENSG00000096401.8","CDC5L",0.365360344659366
"ENSG00000169393.9","ELSPBP1",0.36543427952641
"ENSG00000183479.12","TREX2",0.36543427952641
"ENSG00000069399.15","BCL3",0.365550885242047
"ENSG00000169271.3","HSPB3",0.365550885242047
"ENSG00000166619.15","BLCAP",0.365692354592923
"ENSG00000071246.11","VASH1",0.365754844727377
"ENSG00000168491.10","CCDC110",0.36612478410268
"ENSG00000125531.7","FNDC11",0.366910149673892
"ENSG00000175262.14","C1orf127",0.367018534324271
"ENSG00000185386.15","MAPK11",0.367030525974202
"ENSG00000182261.4","NLRP10",0.367066076987902
"ENSG00000105281.12","SLC1A5",0.367164494312198
"ENSG00000118308.15","IRAG2",0.367312689212328
"ENSG00000104299.15","INTS9",0.367494856965641
"ENSG00000170322.14","NFRKB",0.3675055711898
"ENSG00000198690.10","FAN1",0.3675055711898
"ENSG00000007384.15","RHBDF1",0.36751193155207
"ENSG00000105245.9","NUMBL",0.36751193155207
"ENSG00000188613.7","NANOS1",0.36751193155207
"ENSG00000074706.13","IPCEF1",0.367754942981138
"ENSG00000080572.13","DNAAF6",0.368140013071924
"ENSG00000146215.14","CRIP3",0.368140013071924
"ENSG00000163743.13","RCHY1",0.368140013071924
"ENSG00000177565.18","TBL1XR1",0.368140013071924
"ENSG00000179172.10","HNRNPCL1",0.368140013071924
"ENSG00000125122.15","LRRC29",0.368279070703089
"ENSG00000177370.5","TIMM22",0.368292561799027
"ENSG00000205129.8","C4orf47",0.368292561799027
"ENSG00000124688.14","MAD2L1BP",0.368400975784817
"ENSG00000146678.10","IGFBP1",0.368610434071166
"ENSG00000136371.11","MTHFS",0.368651800150803
"ENSG00000188763.5","FZD9",0.368836842545513
"ENSG00000113594.10","LIFR",0.368857845778825
"ENSG00000141664.10","ZCCHC2",0.368857845778825
"ENSG00000070367.16","EXOC5",0.36905721758493
"ENSG00000106144.20","CASP2",0.369124549945232
"ENSG00000078061.13","ARAF",0.369357537325966
"ENSG00000165917.10","RAPSN",0.369367783121454
"ENSG00000163463.13","KRTCAP2",0.369386268007783
"ENSG00000172156.4","CCL11",0.369392780148631
"ENSG00000108622.11","ICAM2",0.369437704538039
"ENSG00000176248.9","ANAPC2",0.369551438252231
"ENSG00000102362.15","SYTL4",0.36956250376642
"ENSG00000215193.13","PEX26",0.36956250376642
"ENSG00000204371.11","EHMT2",0.369864138650466
"ENSG00000164733.22","CTSB",0.370003648699345
"ENSG00000166546.14","BEAN1",0.370063393211906
"ENSG00000168016.15","TRANK1",0.370063393211906
"ENSG00000185013.16","NT5C1B",0.370238732544581
"ENSG00000144488.15","ESPNL",0.370317591779523
"ENSG00000258539.1","AC068896.1",0.370462509650634
"ENSG00000173588.15","CEP83",0.370523292092133
"ENSG00000188878.19","FBF1",0.370523292092133
"ENSG00000197894.11","ADH5",0.370799109751257
"ENSG00000101868.13","POLA1",0.370829144654045
"ENSG00000164695.5","CHMP4C",0.370829165065457
"ENSG00000185088.14","RPS27L",0.370850772124482
"ENSG00000172932.16","ANKRD13D",0.371016922533977
"ENSG00000111237.19","VPS29",0.371438376197854
"ENSG00000108840.15","HDAC5",0.371820963532968
"ENSG00000171443.7","ZNF524",0.371820963532968
"ENSG00000173011.12","TADA2B",0.371820963532968
"ENSG00000180998.12","GPR137C",0.372082365231285
"ENSG00000146955.11","RAB19",0.372100457430763
"ENSG00000166454.10","ATMIN",0.372500183214862
"ENSG00000137038.8","DMAC1",0.37254117610079
"ENSG00000105707.14","HPN",0.37256216429286
"ENSG00000089063.15","TMEM230",0.372744759841629
"ENSG00000106799.13","TGFBR1",0.372767619450401
"ENSG00000132330.18","SCLY",0.372984157925901
"ENSG00000133103.17","COG6",0.372989230513256
"ENSG00000100906.11","NFKBIA",0.373041491491578
"ENSG00000006712.15","PAF1",0.373118158439885
"ENSG00000102195.10","GPR50",0.373118158439885
"ENSG00000065361.16","ERBB3",0.373247129835798
"ENSG00000137504.14","CREBZF",0.373259141199119
"ENSG00000166710.21","B2M",0.373478181678853
"ENSG00000147419.19","CCDC25",0.373503389489771
"ENSG00000101464.11","PIGU",0.373561450969581
"ENSG00000263961.8","RHEX",0.373561450969581
"ENSG00000275066.5","SYNRG",0.373598033850158
"ENSG00000101489.20","CELF4",0.373714066795946
"ENSG00000166603.5","MC4R",0.373800042289485
"ENSG00000165630.14","PRPF18",0.373925612940096
"ENSG00000124839.13","RAB17",0.373936342440767
"ENSG00000158773.14","USF1",0.374337455738665
"ENSG00000162882.15","HAAO",0.374340184146116
"ENSG00000142864.15","SERBP1",0.374424341978993
"ENSG00000065000.19","AP3D1",0.374750790008735
"ENSG00000102897.10","LYRM1",0.374990195518245
"ENSG00000108639.8","SYNGR2",0.375011155279212
"ENSG00000167779.9","IGFBP6",0.375011155279212
"ENSG00000181371.4","OR5M8",0.375011155279212
"ENSG00000158711.14","ELK4",0.375074700085171
"ENSG00000150401.15","DCUN1D2",0.375143610437316
"ENSG00000173715.18","C11orf80",0.375143610437316
"ENSG00000112367.12","FIG4",0.375275250116217
"ENSG00000135220.11","UGT2A3",0.375373732775765
"ENSG00000198912.11","C1orf174",0.375462580043783
"ENSG00000196074.13","SYCP2",0.375546139814339
"ENSG00000164296.7","TIGD6",0.376156144759155
"ENSG00000092470.12","WDR76",0.376173670269496
"ENSG00000185515.15","BRCC3",0.376300549681349
"ENSG00000103502.14","CDIPT",0.376453016716388
"ENSG00000119396.11","RAB14",0.376453016716388
"ENSG00000152611.12","CAPSL",0.376520067068455
"ENSG00000139508.15","SLC46A3",0.376623337948025
"ENSG00000113262.16","GRM6",0.37662654446303
"ENSG00000023171.18","GRAMD1B",0.376953222507102
"ENSG00000111725.11","PRKAB1",0.377124626858224
"ENSG00000179630.11","LACC1",0.377124626858224
"ENSG00000109113.20","RAB34",0.37737321195631
"ENSG00000112167.10","SAYSD1",0.377450829211929
"ENSG00000153233.13","PTPRR",0.377623935774253
"ENSG00000176896.8","TCEANC",0.377698913039922
"ENSG00000188582.10","PAQR9",0.377699576564557
"ENSG00000216921.9","FAM240C",0.377786874364625
"ENSG00000156218.13","ADAMTSL3",0.378022113711192
"ENSG00000142765.18","SYTL1",0.378254875825885
"ENSG00000139182.15","CLSTN3",0.378285138185766
"ENSG00000175548.9","ALG10B",0.378285138185766
"ENSG00000175895.4","PLEKHF2",0.378287655428057
"ENSG00000001084.13","GCLC",0.378453019609749
"ENSG00000128833.13","MYO5C",0.378453019609749
"ENSG00000078725.13","BRINP1",0.378474847575907
"ENSG00000149418.11","ST14",0.37851095512514
"ENSG00000100478.15","AP4S1",0.37925484188984
"ENSG00000135097.7","MSI1",0.37925484188984
"ENSG00000173728.11","C1orf100",0.37925484188984
"ENSG00000119714.11","GPR68",0.379380867069184
"ENSG00000196739.15","COL27A1",0.379413254008774
"ENSG00000214367.9","HAUS3",0.379446262820644
"ENSG00000196123.13","KIAA0895L",0.379716125004199
"ENSG00000129219.14","PLD2",0.379769758038106
"ENSG00000170935.8","NCBP2L",0.379779915752257
"ENSG00000184887.13","BTBD6",0.379779915752257
"ENSG00000147274.14","RBMX",0.379880164127313
"ENSG00000108590.11","MED31",0.380081723321914
"ENSG00000052795.13","FNIP2",0.380120851093463
"ENSG00000166159.11","LRTM2",0.380323272289958
"ENSG00000168672.4","LRATD2",0.38046126812795
"ENSG00000117682.17","DHDDS",0.38048455390273
"ENSG00000134910.14","STT3A",0.380639353622896
"ENSG00000108395.14","TRIM37",0.380689207813961
"ENSG00000153404.14","PLEKHG4B",0.380689207813961
"ENSG00000168765.17","GSTM4",0.381069497943569
"ENSG00000156671.15","SAMD8",0.381104826036051
"ENSG00000117533.15","VAMP4",0.381143083653367
"ENSG00000277481.1","PKD1L3",0.381143083653367
"ENSG00000130202.10","NECTIN2",0.381144355435042
"ENSG00000123843.13","C4BPB",0.38126242213146
"ENSG00000167194.7","C16orf92",0.381356852247235
"ENSG00000188641.14","DPYD",0.381414236760106
"ENSG00000020129.16","NCDN",0.381459445610776
"ENSG00000279493.1","FP565260.4",0.381565500340167
"ENSG00000253729.8","PRKDC",0.381718788971383
"ENSG00000153936.17","HS2ST1",0.381730075662566
"ENSG00000048828.17","FAM120A",0.381812358617237
"ENSG00000077498.9","TYR",0.381939171910935
"ENSG00000150783.10","TEX12",0.382211742783612
"ENSG00000177468.7","OLIG3",0.382211742783612
"ENSG00000277972.2","CISD3",0.382211742783612
"ENSG00000136379.12","ABHD17C",0.382230459802062
"ENSG00000211456.13","SACM1L",0.382230459802062
"ENSG00000258315.5","C17orf49",0.382230459802062
"ENSG00000101425.14","BPI",0.382372582495352
"ENSG00000155636.15","RBM45",0.382376108065294
"ENSG00000145975.15","FAM217A",0.38239447485801
"ENSG00000171847.11","FAM90A1",0.382698137341376
"ENSG00000131771.14","PPP1R1B",0.382854861074515
"ENSG00000116095.11","PLEKHA3",0.382964313348749
"ENSG00000142698.15","C1orf94",0.382964313348749
"ENSG00000173210.20","ABLIM3",0.382964313348749
"ENSG00000177485.7","ZBTB33",0.382964313348749
"ENSG00000231824.4","AKAIN1",0.383070918030521
"ENSG00000154781.16","CCDC174",0.383217714217435
"ENSG00000167384.10","ZNF180",0.383429121721616
"ENSG00000139637.14","MYG1",0.383584038885764
"ENSG00000133318.14","RTN3",0.383684599622851
"ENSG00000196946.10","ZNF705A",0.383684599622851
"ENSG00000108306.13","FBXL20",0.383746757220137
"ENSG00000271092.5","TLCD4-RWDD3",0.383760690049763
"ENSG00000065357.20","DGKA",0.383885390852684
"ENSG00000085511.20","MAP3K4",0.383885390852684
"ENSG00000108599.15","AKAP10",0.383885390852684
"ENSG00000275718.2","CCL15",0.383885390852684
"ENSG00000185164.14","NOMO2",0.384105768963837
"ENSG00000152270.9","PDE3B",0.384239222152965
"ENSG00000103365.15","GGA2",0.384270296676066
"ENSG00000185730.8","ZNF696",0.384281227783754
"ENSG00000144476.6","ACKR3",0.384288732141461
"ENSG00000212710.5","CTAGE1",0.384288732141461
"ENSG00000169371.14","SNUPN",0.384327970810297
"ENSG00000188163.8","FAM166A",0.384489467505803
"ENSG00000239998.6","LILRA2",0.384520730750416
"ENSG00000137960.6","GIPC2",0.384525919037036
"ENSG00000162383.13","SLC1A7",0.384525919037036
"ENSG00000236444.5","UBE2L5",0.384753404440336
"ENSG00000107159.13","CA9",0.384803826405114
"ENSG00000132680.11","KHDC4",0.384855952638478
"ENSG00000160201.12","U2AF1",0.384857366535405
"ENSG00000135127.11","BICDL1",0.384926889992249
"ENSG00000166261.11","ZNF202",0.384935784131446
"ENSG00000184007.22","PTP4A2",0.384964353867734
"ENSG00000187848.15","P2RX2",0.385683971407535
"ENSG00000163377.16","TAFA4",0.385708900576364
"ENSG00000250644.3","AC068580.4",0.385916867663463
"ENSG00000171094.18","ALK",0.386006020039855
"ENSG00000270882.2","H4C14",0.386219476761704
"ENSG00000147003.7","CLTRN",0.386369116254149
"ENSG00000116954.8","RRAGC",0.386419366908058
"ENSG00000183876.9","ARSI",0.386612055996434
"ENSG00000260027.5","HOXB7",0.386612055996434
"ENSG00000118777.12","ABCG2",0.386843397165477
"ENSG00000149177.13","PTPRJ",0.386856362630156
"ENSG00000141642.9","ELAC1",0.386874948935916
"ENSG00000263528.8","IKBKE",0.386885158384541
"ENSG00000107249.23","GLIS3",0.387131350356244
"ENSG00000176222.9","ZNF404",0.387152228802511
"ENSG00000124613.8","ZNF391",0.387183569206881
"ENSG00000110375.3","UPK2",0.387363653270418
"ENSG00000110680.13","CALCA",0.387363653270418
"ENSG00000131043.12","AAR2",0.387363653270418
"ENSG00000261884.2","AC040162.1",0.387363653270418
"ENSG00000100908.14","EMC9",0.387575186575275
"ENSG00000244219.7","TMEM225B",0.387601871729149
"ENSG00000116039.13","ATP6V1B1",0.387623022841832
"ENSG00000163644.15","PPM1K",0.387800702242736
"ENSG00000015532.10","XYLT2",0.387954105414705
"ENSG00000182224.12","CYB5D1",0.388047379594935
"ENSG00000186496.12","ZNF396",0.388047379594935
"ENSG00000105538.10","RASIP1",0.388092527424645
"ENSG00000213066.13","CEP43",0.388201357235932
"ENSG00000166478.10","ZNF143",0.388517655243089
"ENSG00000147224.13","PRPS1",0.388585147705737
"ENSG00000136040.9","PLXNC1",0.388585771151373
"ENSG00000163803.13","PLB1",0.388585771151373
"ENSG00000166669.13","ATF7IP2",0.388683105567984
"ENSG00000188760.11","TMEM198",0.388797203360698
"ENSG00000129315.11","CCNT1",0.388872574870557
"ENSG00000182631.7","RXFP3",0.389389881391696
"ENSG00000072756.17","TRNT1",0.390131857245555
"ENSG00000078902.16","TOLLIP",0.390131857245555
"ENSG00000120029.13","ARMH3",0.390131857245555
"ENSG00000185043.12","CIB1",0.390353395280671
"ENSG00000005206.17","SPPL2B",0.390382308826236
"ENSG00000123352.18","SPATS2",0.390533665851785
"ENSG00000263639.7","MSMB",0.390533934695865
"ENSG00000136243.17","NUP42",0.390664043786023
"ENSG00000038210.14","PI4K2B",0.390845997394617
"ENSG00000212864.3","RNF208",0.390846917029215
"ENSG00000117362.13","APH1A",0.390904503621187
"ENSG00000175866.15","BAIAP2",0.390945946437395
"ENSG00000230561.4","CCDC192",0.39095483688184
"ENSG00000176601.13","MAP3K19",0.391093959859046
"ENSG00000166741.8","NNMT",0.391160989190947
"ENSG00000161960.16","EIF4A1",0.391167357040178
"ENSG00000174156.15","GSTA3",0.391344606993756
"ENSG00000198780.12","FAM169A",0.391351449338806
"ENSG00000248405.10","PRR5-ARHGAP8",0.391351449338806
"ENSG00000170315.14","UBB",0.391655835380642
"ENSG00000130768.15","SMPDL3B",0.391832879460943
"ENSG00000080511.5","RDH8",0.392195471437613
"ENSG00000186166.9","CENATAC",0.392713946422881
"ENSG00000100888.15","CHD8",0.392750754602413
"ENSG00000116874.12","WARS2",0.392750754602413
"ENSG00000083896.13","YTHDC1",0.392782762233471
"ENSG00000154059.11","IMPACT",0.392789164744741
"ENSG00000179295.18","PTPN11",0.392789532189043
"ENSG00000126464.14","PRR12",0.392823572470484
"ENSG00000085832.17","EPS15",0.393354515248062
"ENSG00000179588.9","ZFPM1",0.393539604490101
"ENSG00000111245.17","MYL2",0.393607671878805
"ENSG00000146278.11","PNRC1",0.393821376686384
"ENSG00000244020.3","MT1HL1",0.394083877265306
"ENSG00000129028.9","THAP10",0.394492011080793
"ENSG00000091704.10","CPA1",0.394574383110639
"ENSG00000159167.12","STC1",0.394586769667132
"ENSG00000184811.4","TRARG1",0.394586769667132
"ENSG00000196482.18","ESRRG",0.394586769667132
"ENSG00000053501.13","USE1",0.394719458637108
"ENSG00000127928.13","GNGT1",0.394768756873276
"ENSG00000170745.12","KCNS3",0.394833265294362
"ENSG00000186908.14","ZDHHC17",0.394833265294362
"ENSG00000259224.2","SLC35G6",0.395086287948521
"ENSG00000154478.4","GPR26",0.395086927404216
"ENSG00000177994.16","C2orf73",0.395086927404216
"ENSG00000160051.12","IQCC",0.395122326227655
"ENSG00000189077.11","TMEM120A",0.395187214239431
"ENSG00000196227.11","FAM217B",0.395347107491447
"ENSG00000016082.15","ISL1",0.395490582115388
"ENSG00000181085.15","MAPK15",0.39575447099081
"ENSG00000158716.9","DUSP23",0.395969554737419
"ENSG00000107201.10","DDX58",0.396044912953344
"ENSG00000245848.3","CEBPA",0.39618707621172
"ENSG00000162723.10","SLAMF9",0.396260134539988
"ENSG00000183921.7","SDR42E2",0.396261235839409
"ENSG00000141314.13","RHBDL3",0.396670343754114
"ENSG00000151572.18","ANO4",0.396670343754114
"ENSG00000188785.12","ZNF548",0.396670343754114
"ENSG00000110911.16","SLC11A2",0.396878370875364
"ENSG00000157851.17","DPYSL5",0.397185686118176
"ENSG00000109181.12","UGT2B10",0.397218239285475
"ENSG00000205707.11","ETFRF1",0.397260205115372
"ENSG00000131196.18","NFATC1",0.397489187628699
"ENSG00000164070.12","HSPA4L",0.397528765565505
"ENSG00000100987.15","VSX1",0.398029144730453
"ENSG00000131941.8","RHPN2",0.398149780893997
"ENSG00000285329.1","AC025283.2",0.398468924402555
"ENSG00000286001.1","AC021087.5",0.398724622350206
"ENSG00000005175.10","RPAP3",0.398878452670001
"ENSG00000166118.8","SPATA19",0.39903935623757
"ENSG00000078070.13","MCCC1",0.399108398379589
"ENSG00000124731.13","TREM1",0.399151187848074
"ENSG00000184650.11","ODF4",0.399372331684195
"ENSG00000187122.17","SLIT1",0.399372331684195
"ENSG00000165409.18","TSHR",0.399491995071406
"ENSG00000105963.15","ADAP1",0.39977366970496
"ENSG00000164978.18","NUDT2",0.400222670268025
"ENSG00000164985.15","PSIP1",0.400311704489609
"ENSG00000197165.11","SULT1A2",0.400363914068803
"ENSG00000008735.14","MAPK8IP2",0.400543682617741
"ENSG00000164172.20","MOCS2",0.400543682617741
"ENSG00000145794.17","MEGF10",0.400615094823836
"ENSG00000102243.13","VGLL1",0.4008690316153
"ENSG00000171209.3","CSN3",0.401240152492351
"ENSG00000007541.17","PIGQ",0.40127174211783
"ENSG00000124151.19","NCOA3",0.401398455182237
"ENSG00000226650.6","KIF4B",0.401398455182237
"ENSG00000139445.18","FOXN4",0.40143442130259
"ENSG00000183246.7","RIMBP3C",0.401474269827918
"ENSG00000198910.14","L1CAM",0.401512603294124
"ENSG00000214960.11","CRPPA",0.401512603294124
"ENSG00000134575.13","ACP2",0.401610310499086
"ENSG00000161040.16","FBXL13",0.402291378443468
"ENSG00000204592.9","HLA-E",0.402403400417386
"ENSG00000141433.13","ADCYAP1",0.402426610691899
"ENSG00000140795.13","MYLK3",0.402475264656655
"ENSG00000179029.15","TMEM107",0.402475264656655
"ENSG00000115425.14","PECR",0.402517578602328
"ENSG00000163032.12","VSNL1",0.402566435457425
"ENSG00000185633.10","NDUFA4L2",0.402566435457425
"ENSG00000126775.9","ATG14",0.40299187158626
"ENSG00000143420.19","ENSA",0.403046087273621
"ENSG00000154263.17","ABCA10",0.403138541295039
"ENSG00000205177.6","C11orf91",0.403291317385175
"ENSG00000196415.10","PRTN3",0.403455639509939
"ENSG00000056558.11","TRAF1",0.40388267166737
"ENSG00000177947.14","ODF3",0.40388267166737
"ENSG00000175356.14","SCUBE2",0.40394014008112
"ENSG00000101251.13","SEL1L2",0.404507799736594
"ENSG00000121064.13","SCPEP1",0.404507799736594
"ENSG00000163898.10","LIPH",0.404507799736594
"ENSG00000164758.7","MED30",0.404507799736594
"ENSG00000165899.11","OTOGL",0.404529671846466
"ENSG00000144591.19","GMPPA",0.404585203620277
"ENSG00000120008.16","WDR11",0.404810456692511
"ENSG00000189046.11","ALKBH2",0.404837300002962
"ENSG00000198171.13","DDRGK1",0.404837300002962
"ENSG00000114107.9","CEP70",0.404971387392502
"ENSG00000221882.3","OR3A2",0.405024240842523
"ENSG00000033011.13","ALG1",0.40513978101331
"ENSG00000114098.18","ARMC8",0.405275840083413
"ENSG00000070495.15","JMJD6",0.405467688335717
"ENSG00000134668.12","SPOCD1",0.405549653217086
"ENSG00000185972.6","CCIN",0.405549653217086
"ENSG00000125851.10","PCSK2",0.405810138932484
"ENSG00000188372.15","ZP3",0.406234435752457
"ENSG00000188997.8","KCTD21",0.406284524350436
"ENSG00000109220.11","CHIC2",0.406341637649089
"ENSG00000122507.21","BBS9",0.406537337733632
"ENSG00000127022.15","CANX",0.406621020787094
"ENSG00000132694.19","ARHGEF11",0.406741089096901
"ENSG00000214253.9","FIS1",0.406741089096901
"ENSG00000241973.11","PI4KA",0.407194257396927
"ENSG00000119718.11","EIF2B2",0.407405616868892
"ENSG00000178538.10","CA8",0.407405616868892
"ENSG00000132005.9","RFX1",0.407609668591015
"ENSG00000232237.3","ASCL5",0.40803085039808
"ENSG00000121864.10","ZNF639",0.40845058740224
"ENSG00000107959.17","PITRM1",0.40849646884134
"ENSG00000090238.12","YPEL3",0.408562696956436
"ENSG00000186472.20","PCLO",0.408780466074186
"ENSG00000284631.1","SCYGR4",0.409444939616599
"ENSG00000126216.15","TUBGCP3",0.409527605667457
"ENSG00000155189.12","AGPAT5",0.409581815568294
"ENSG00000250673.2","REELD1",0.409581815568294
"ENSG00000172845.17","SP3",0.409593740458234
"ENSG00000136235.17","GPNMB",0.409608066234716
"ENSG00000131067.17","GGT7",0.409739689103567
"ENSG00000150656.15","CNDP1",0.409775459733001
"ENSG00000173578.8","XCR1",0.409775459733001
"ENSG00000131778.19","CHD1L",0.409835717918992
"ENSG00000153015.16","CWC27",0.409835717918992
"ENSG00000153774.9","CFDP1",0.409835717918992
"ENSG00000166126.11","AMN",0.409835717918992
"ENSG00000115107.20","STEAP3",0.409903263930685
