,source,type,score,phase,gene_type,gene_name,level,hgnc_id,havana_gene
ENSG00000145901.16,HAVANA,gene,,,protein_coding,TNIP1,1,HGNC:16903,OTTHUMG00000163722.7
ENSG00000145907.16,HAVANA,gene,,,protein_coding,G3BP1,2,HGNC:30292,OTTHUMG00000130123.4
ENSG00000145911.6,HAVANA,gene,,,protein_coding,N4BP3,2,HGNC:29852,OTTHUMG00000163456.3
ENSG00000145912.9,HAVANA,gene,,,protein_coding,NHP2,2,HGNC:14377,OTTHUMG00000130886.5
ENSG00000145916.19,HAVANA,gene,,,protein_coding,RMND5B,2,HGNC:26181,OTTHUMG00000130897.4
ENSG00000145919.11,HAVANA,gene,,,protein_coding,BOD1,1,HGNC:25114,OTTHUMG00000130540.5
ENSG00000145920.15,HAVANA,gene,,,protein_coding,CPLX2,2,HGNC:2310,OTTHUMG00000130665.4
ENSG00000145934.16,HAVANA,gene,,,protein_coding,TENM2,1,HGNC:29943,OTTHUMG00000162928.4
ENSG00000145936.9,HAVANA,gene,,,protein_coding,KCNMB1,2,HGNC:6285,OTTHUMG00000130439.4
ENSG00000145945.7,HAVANA,gene,,,protein_coding,FAM50B,2,HGNC:18789,OTTHUMG00000014147.3
ENSG00000145949.11,HAVANA,gene,,,protein_coding,MYLK4,2,HGNC:27972,OTTHUMG00000014121.5
ENSG00000145975.15,HAVANA,gene,,,protein_coding,FAM217A,2,HGNC:21362,OTTHUMG00000014159.8
ENSG00000145979.18,HAVANA,gene,,,protein_coding,TBC1D7,2,HGNC:21066,OTTHUMG00000014272.6
ENSG00000145982.13,HAVANA,gene,,,protein_coding,FARS2,2,HGNC:21062,OTTHUMG00000014178.6
ENSG00000145990.11,HAVANA,gene,,,protein_coding,GFOD1,2,HGNC:21096,OTTHUMG00000014276.3
ENSG00000145996.11,HAVANA,gene,,,protein_coding,CDKAL1,2,HGNC:21050,OTTHUMG00000014340.2
ENSG00000146005.4,HAVANA,gene,,,protein_coding,PSD2,2,HGNC:19092,OTTHUMG00000129240.3
ENSG00000146006.8,HAVANA,gene,,,protein_coding,LRRTM2,1,HGNC:19409,OTTHUMG00000163535.4
ENSG00000146007.11,HAVANA,gene,,,protein_coding,ZMAT2,1,HGNC:26433,OTTHUMG00000129503.9
ENSG00000146013.11,HAVANA,gene,,,protein_coding,GFRA3,2,HGNC:4245,OTTHUMG00000129200.3
ENSG00000146021.15,HAVANA,gene,,,protein_coding,KLHL3,1,HGNC:6354,OTTHUMG00000129155.14
ENSG00000146038.12,HAVANA,gene,,,protein_coding,DCDC2,2,HGNC:18141,OTTHUMG00000016275.2
ENSG00000146039.11,HAVANA,gene,,,protein_coding,SLC17A4,2,HGNC:10932,OTTHUMG00000014410.2
ENSG00000146047.7,HAVANA,gene,,,protein_coding,H2BC1,2,HGNC:18730,OTTHUMG00000014408.3
ENSG00000146049.2,HAVANA,gene,,,protein_coding,KAAG1,2,HGNC:21031,OTTHUMG00000014354.2
ENSG00000146054.18,HAVANA,gene,,,protein_coding,TRIM7,2,HGNC:16278,OTTHUMG00000130963.8
ENSG00000146063.20,HAVANA,gene,,,protein_coding,TRIM41,1,HGNC:19013,OTTHUMG00000130965.10
ENSG00000146066.3,HAVANA,gene,,,protein_coding,HIGD2A,2,HGNC:28311,OTTHUMG00000130657.2
ENSG00000146067.16,HAVANA,gene,,,protein_coding,FAM193B,1,HGNC:25524,OTTHUMG00000163396.6
ENSG00000146070.17,HAVANA,gene,,,protein_coding,PLA2G7,2,HGNC:9040,OTTHUMG00000014789.2
ENSG00000146072.6,HAVANA,gene,,,protein_coding,TNFRSF21,2,HGNC:13469,OTTHUMG00000014796.1
ENSG00000146083.12,HAVANA,gene,,,protein_coding,RNF44,2,HGNC:19180,OTTHUMG00000130664.4
ENSG00000146085.8,HAVANA,gene,,,protein_coding,MMUT,2,HGNC:7526,OTTHUMG00000014814.2
ENSG00000146090.16,HAVANA,gene,,,protein_coding,RASGEF1C,2,HGNC:27400,OTTHUMG00000130914.8
ENSG00000146109.5,HAVANA,gene,,,protein_coding,ABT1,2,HGNC:17369,OTTHUMG00000016319.3
ENSG00000146112.12,HAVANA,gene,,,protein_coding,PPP1R18,2,HGNC:29413,OTTHUMG00000031237.4
ENSG00000146122.17,HAVANA,gene,,,protein_coding,DAAM2,2,HGNC:18143,OTTHUMG00000014653.5
ENSG00000146143.19,HAVANA,gene,,,protein_coding,PRIM2,2,HGNC:9370,OTTHUMG00000016190.8
ENSG00000146147.15,HAVANA,gene,,,protein_coding,MLIP,1,HGNC:21355,OTTHUMG00000014891.9
ENSG00000146151.14,HAVANA,gene,,,protein_coding,HMGCLL1,2,HGNC:21359,OTTHUMG00000014902.6
ENSG00000146166.17,HAVANA,gene,,,protein_coding,LGSN,2,HGNC:21016,OTTHUMG00000014946.6
ENSG00000146192.15,HAVANA,gene,,,protein_coding,FGD2,2,HGNC:3664,OTTHUMG00000014616.3
ENSG00000146197.9,HAVANA,gene,,,protein_coding,SCUBE3,2,HGNC:13655,OTTHUMG00000014562.2
ENSG00000146215.14,HAVANA,gene,,,protein_coding,CRIP3,2,HGNC:17751,OTTHUMG00000014727.2
ENSG00000146216.13,HAVANA,gene,,,protein_coding,TTBK1,1,HGNC:19140,OTTHUMG00000014725.7
ENSG00000146221.10,HAVANA,gene,,,protein_coding,TCTE1,2,HGNC:11693,OTTHUMG00000014763.2
ENSG00000146223.16,HAVANA,gene,,,protein_coding,RPL7L1,2,HGNC:21370,OTTHUMG00000014710.5
ENSG00000146232.17,HAVANA,gene,,,protein_coding,NFKBIE,2,HGNC:7799,OTTHUMG00000014762.9
ENSG00000146233.8,HAVANA,gene,,,protein_coding,CYP39A1,2,HGNC:17449,OTTHUMG00000014785.2
ENSG00000146242.9,HAVANA,gene,,,protein_coding,TPBG,2,HGNC:12004,OTTHUMG00000015103.1
ENSG00000146243.14,HAVANA,gene,,,protein_coding,IRAK1BP1,2,HGNC:17368,OTTHUMG00000015070.3
ENSG00000146247.14,HAVANA,gene,,,protein_coding,PHIP,2,HGNC:15673,OTTHUMG00000015071.3
ENSG00000146250.7,HAVANA,gene,,,protein_coding,PRSS35,2,HGNC:21387,OTTHUMG00000015113.2
ENSG00000146267.12,HAVANA,gene,,,protein_coding,FAXC,2,HGNC:20742,OTTHUMG00000015261.5
ENSG00000146276.12,HAVANA,gene,,,protein_coding,GABRR1,2,HGNC:4090,OTTHUMG00000015195.3
ENSG00000146278.11,HAVANA,gene,,,protein_coding,PNRC1,1,HGNC:17278,OTTHUMG00000015191.3
ENSG00000146281.6,HAVANA,gene,,,protein_coding,PM20D2,2,HGNC:21408,OTTHUMG00000015193.2
ENSG00000146285.14,HAVANA,gene,,,protein_coding,SCML4,1,HGNC:21397,OTTHUMG00000015313.6
ENSG00000146350.14,HAVANA,gene,,,protein_coding,TBC1D32,2,HGNC:21485,OTTHUMG00000015474.6
ENSG00000146352.13,HAVANA,gene,,,protein_coding,CLVS2,2,HGNC:23046,OTTHUMG00000015495.4
ENSG00000146374.14,HAVANA,gene,,,protein_coding,RSPO3,2,HGNC:20866,OTTHUMG00000015521.2
ENSG00000146376.11,HAVANA,gene,,,protein_coding,ARHGAP18,2,HGNC:21035,OTTHUMG00000015547.3
ENSG00000146378.6,HAVANA,gene,,,protein_coding,TAAR2,2,HGNC:4514,OTTHUMG00000015585.3
ENSG00000146383.7,HAVANA,gene,,,protein_coding,TAAR6,2,HGNC:20978,OTTHUMG00000015579.2
ENSG00000146385.1,HAVANA,gene,,,protein_coding,TAAR8,2,HGNC:14964,OTTHUMG00000015586.2
ENSG00000146386.8,HAVANA,gene,,,protein_coding,ABRACL,2,HGNC:21230,OTTHUMG00000015684.2
ENSG00000146409.12,HAVANA,gene,,,protein_coding,SLC18B1,2,HGNC:21573,OTTHUMG00000015595.6
ENSG00000146410.12,HAVANA,gene,,,protein_coding,MTFR2,2,HGNC:21115,OTTHUMG00000015643.5
ENSG00000146411.6,HAVANA,gene,,,protein_coding,SLC2A12,2,HGNC:18067,OTTHUMG00000015611.2
ENSG00000146416.19,HAVANA,gene,,,protein_coding,AIG1,2,HGNC:21607,OTTHUMG00000015721.9
ENSG00000146425.11,HAVANA,gene,,,protein_coding,DYNLT1,2,HGNC:11697,OTTHUMG00000015918.3
ENSG00000146453.13,HAVANA,gene,,,protein_coding,PNLDC1,2,HGNC:21185,OTTHUMG00000015941.4
ENSG00000146457.16,HAVANA,gene,,,protein_coding,WTAP,2,HGNC:16846,OTTHUMG00000015933.7
ENSG00000146463.12,HAVANA,gene,,,protein_coding,ZMYM4,2,HGNC:13055,OTTHUMG00000004241.6
ENSG00000146469.13,HAVANA,gene,,,protein_coding,VIP,2,HGNC:12693,OTTHUMG00000015851.2
ENSG00000146476.11,HAVANA,gene,,,protein_coding,ARMT1,2,HGNC:17872,OTTHUMG00000015838.5
ENSG00000146477.6,HAVANA,gene,,,protein_coding,SLC22A3,2,HGNC:10967,OTTHUMG00000015953.2
ENSG00000146535.14,HAVANA,gene,,,protein_coding,GNA12,1,HGNC:4380,OTTHUMG00000023064.6
ENSG00000146540.15,HAVANA,gene,,,protein_coding,C7orf50,2,HGNC:22421,OTTHUMG00000151477.7
ENSG00000146574.16,HAVANA,gene,,,protein_coding,CCZ1B,2,HGNC:21717,OTTHUMG00000152441.3
ENSG00000146576.13,HAVANA,gene,,,protein_coding,C7orf26,2,HGNC:21702,OTTHUMG00000125517.3
ENSG00000146587.18,HAVANA,gene,,,protein_coding,RBAK,1,HGNC:17680,OTTHUMG00000121155.4
ENSG00000146592.17,HAVANA,gene,,,protein_coding,CREB5,2,HGNC:16844,OTTHUMG00000097081.11
ENSG00000146618.3,HAVANA,gene,,,protein_coding,FERD3L,2,HGNC:16660,OTTHUMG00000090823.1
ENSG00000146670.10,HAVANA,gene,,,protein_coding,CDCA5,2,HGNC:14626,OTTHUMG00000150420.3
ENSG00000146676.10,HAVANA,gene,,,protein_coding,PURB,2,HGNC:9702,OTTHUMG00000023578.6
ENSG00000146678.10,HAVANA,gene,,,protein_coding,IGFBP1,1,HGNC:5469,OTTHUMG00000152343.4
ENSG00000146700.9,HAVANA,gene,,,protein_coding,SSC4D,2,HGNC:14461,OTTHUMG00000022864.8
ENSG00000146701.12,HAVANA,gene,,,protein_coding,MDH2,1,HGNC:6971,OTTHUMG00000023827.7
ENSG00000146729.10,HAVANA,gene,,,protein_coding,NIPSNAP2,1,HGNC:4179,OTTHUMG00000022932.5
ENSG00000146731.11,HAVANA,gene,,,protein_coding,CCT6A,2,HGNC:1620,OTTHUMG00000022842.4
ENSG00000146733.14,HAVANA,gene,,,protein_coding,PSPH,2,HGNC:9577,OTTHUMG00000023441.11
ENSG00000146755.11,HAVANA,gene,,,protein_coding,TRIM50,2,HGNC:19017,OTTHUMG00000156805.3
ENSG00000146757.14,HAVANA,gene,,,protein_coding,ZNF92,1,HGNC:13168,OTTHUMG00000156557.2
ENSG00000146802.13,HAVANA,gene,,,protein_coding,TMEM168,1,HGNC:25826,OTTHUMG00000155188.8
ENSG00000146826.17,HAVANA,gene,,,protein_coding,MAP11,2,HGNC:25604,OTTHUMG00000154862.7
ENSG00000146828.18,HAVANA,gene,,,protein_coding,SLC12A9,1,HGNC:17435,OTTHUMG00000156045.4
ENSG00000146830.11,HAVANA,gene,,,protein_coding,GIGYF1,2,HGNC:9126,OTTHUMG00000157036.4
ENSG00000146833.16,HAVANA,gene,,,protein_coding,TRIM4,1,HGNC:16275,OTTHUMG00000156648.1
ENSG00000146834.14,HAVANA,gene,,,protein_coding,MEPCE,1,HGNC:20247,OTTHUMG00000155255.4
ENSG00000146839.19,HAVANA,gene,,,protein_coding,ZAN,2,HGNC:12857,OTTHUMG00000157037.6
ENSG00000146842.17,HAVANA,gene,,,protein_coding,TMEM209,2,HGNC:21898,OTTHUMG00000157653.3
ENSG00000146856.14,HAVANA,gene,,,protein_coding,AGBL3,2,HGNC:27981,OTTHUMG00000155406.5
ENSG00000146858.8,HAVANA,gene,,,protein_coding,ZC3HAV1L,2,HGNC:22423,OTTHUMG00000157229.3
ENSG00000146859.6,HAVANA,gene,,,protein_coding,TMEM140,2,HGNC:21870,OTTHUMG00000155413.2
ENSG00000146904.9,HAVANA,gene,,,protein_coding,EPHA1,1,HGNC:3385,OTTHUMG00000155894.3
ENSG00000146909.8,HAVANA,gene,,,protein_coding,NOM1,2,HGNC:13244,OTTHUMG00000152639.3
ENSG00000146918.20,HAVANA,gene,,,protein_coding,NCAPG2,2,HGNC:21904,OTTHUMG00000151438.5
ENSG00000146926.11,HAVANA,gene,,,protein_coding,ASB10,2,HGNC:17185,OTTHUMG00000157013.5
ENSG00000146938.16,HAVANA,gene,,,protein_coding,NLGN4X,2,HGNC:14287,OTTHUMG00000021093.3
ENSG00000146950.13,HAVANA,gene,,,protein_coding,SHROOM2,2,HGNC:630,OTTHUMG00000021121.3
ENSG00000146955.11,HAVANA,gene,,,protein_coding,RAB19,2,HGNC:19982,OTTHUMG00000157410.3
ENSG00000146963.18,HAVANA,gene,,,protein_coding,LUC7L2,1,HGNC:21608,OTTHUMG00000185163.3
ENSG00000146966.13,HAVANA,gene,,,protein_coding,DENND2A,2,HGNC:22212,OTTHUMG00000157411.3
ENSG00000147003.7,HAVANA,gene,,,protein_coding,CLTRN,2,HGNC:29437,OTTHUMG00000021181.4
ENSG00000147010.18,HAVANA,gene,,,protein_coding,SH3KBP1,2,HGNC:13867,OTTHUMG00000021227.3
ENSG00000147027.4,HAVANA,gene,,,protein_coding,TMEM47,2,HGNC:18515,OTTHUMG00000021343.2
ENSG00000147036.12,HAVANA,gene,,,protein_coding,LANCL3,2,HGNC:24767,OTTHUMG00000033177.2
ENSG00000147041.12,HAVANA,gene,,,protein_coding,SYTL5,2,HGNC:15589,OTTHUMG00000033176.2
ENSG00000147065.17,HAVANA,gene,,,protein_coding,MSN,2,HGNC:7373,OTTHUMG00000021723.5
ENSG00000147081.15,HAVANA,gene,,,protein_coding,AKAP4,2,HGNC:374,OTTHUMG00000021517.3
ENSG00000147082.18,HAVANA,gene,,,protein_coding,CCNB3,2,HGNC:18709,OTTHUMG00000021519.5
ENSG00000147099.21,HAVANA,gene,,,protein_coding,HDAC8,2,HGNC:13315,OTTHUMG00000021814.18
ENSG00000147100.11,HAVANA,gene,,,protein_coding,SLC16A2,1,HGNC:10923,OTTHUMG00000021857.7
ENSG00000147113.17,HAVANA,gene,,,protein_coding,DIPK2B,2,HGNC:25866,OTTHUMG00000021403.3
ENSG00000147117.8,HAVANA,gene,,,protein_coding,ZNF157,2,HGNC:12942,OTTHUMG00000021443.1
ENSG00000147118.12,HAVANA,gene,,,protein_coding,ZNF182,2,HGNC:13001,OTTHUMG00000021460.2
ENSG00000147119.4,HAVANA,gene,,,protein_coding,CHST7,2,HGNC:13817,OTTHUMG00000021423.2
ENSG00000147121.16,HAVANA,gene,,,protein_coding,KRBOX4,2,HGNC:26007,OTTHUMG00000021421.4
ENSG00000147127.8,HAVANA,gene,,,protein_coding,RAB41,2,HGNC:18293,OTTHUMG00000021772.5
ENSG00000147130.14,HAVANA,gene,,,protein_coding,ZMYM3,2,HGNC:13054,OTTHUMG00000021799.1
ENSG00000147138.3,HAVANA,gene,,,protein_coding,GPR174,2,HGNC:30245,OTTHUMG00000021898.2
ENSG00000147140.17,HAVANA,gene,,,protein_coding,NONO,2,HGNC:7871,OTTHUMG00000021798.4
ENSG00000147144.13,HAVANA,gene,,,protein_coding,CCDC120,2,HGNC:28910,OTTHUMG00000021509.8
ENSG00000147155.11,HAVANA,gene,,,protein_coding,EBP,2,HGNC:3133,OTTHUMG00000034482.5
ENSG00000147160.9,HAVANA,gene,,,protein_coding,AWAT2,2,HGNC:23251,OTTHUMG00000021763.2
ENSG00000147162.14,HAVANA,gene,,,protein_coding,OGT,1,HGNC:8127,OTTHUMG00000033316.7
ENSG00000147164.12,HAVANA,gene,,,protein_coding,SNX12,2,HGNC:14976,OTTHUMG00000021786.3
ENSG00000147166.11,HAVANA,gene,,,protein_coding,ITGB1BP2,2,HGNC:6154,OTTHUMG00000021793.2
ENSG00000147168.13,HAVANA,gene,,,protein_coding,IL2RG,1,HGNC:6010,OTTHUMG00000021787.3
ENSG00000147180.17,HAVANA,gene,,,protein_coding,ZNF711,2,HGNC:13128,OTTHUMG00000021933.3
ENSG00000147183.10,HAVANA,gene,,,protein_coding,CPXCR1,2,HGNC:2332,OTTHUMG00000021950.2
ENSG00000147206.17,HAVANA,gene,,,protein_coding,NXF3,2,HGNC:8073,OTTHUMG00000022088.3
ENSG00000147223.6,HAVANA,gene,,,protein_coding,RIPPLY1,2,HGNC:25117,OTTHUMG00000022153.3
ENSG00000147224.13,HAVANA,gene,,,protein_coding,PRPS1,2,HGNC:9462,OTTHUMG00000022167.3
ENSG00000147231.14,HAVANA,gene,,,protein_coding,RADX,2,HGNC:25486,OTTHUMG00000022150.4
ENSG00000147246.10,HAVANA,gene,,,protein_coding,HTR2C,2,HGNC:5295,OTTHUMG00000022226.4
ENSG00000147255.19,HAVANA,gene,,,protein_coding,IGSF1,2,HGNC:5948,OTTHUMG00000022406.4
ENSG00000147256.12,HAVANA,gene,,,protein_coding,ARHGAP36,1,HGNC:26388,OTTHUMG00000022402.4
ENSG00000147274.14,HAVANA,gene,,,protein_coding,RBMX,2,HGNC:9910,OTTHUMG00000022517.2
ENSG00000147324.11,HAVANA,gene,,,protein_coding,MFHAS1,2,HGNC:16982,OTTHUMG00000163676.3
ENSG00000147364.17,HAVANA,gene,,,protein_coding,FBXO25,2,HGNC:13596,OTTHUMG00000090341.8
ENSG00000147378.11,HAVANA,gene,,,protein_coding,FATE1,2,HGNC:24683,OTTHUMG00000024172.2
ENSG00000147383.11,HAVANA,gene,,,protein_coding,NSDHL,2,HGNC:13398,OTTHUMG00000024185.3
ENSG00000147400.10,HAVANA,gene,,,protein_coding,CETN2,2,HGNC:1867,OTTHUMG00000024246.3
ENSG00000147403.18,HAVANA,gene,,,protein_coding,RPL10,1,HGNC:10298,OTTHUMG00000033189.13
ENSG00000147416.11,HAVANA,gene,,,protein_coding,ATP6V1B2,2,HGNC:854,OTTHUMG00000131073.3
ENSG00000147419.19,HAVANA,gene,,,protein_coding,CCDC25,2,HGNC:25591,OTTHUMG00000132173.5
ENSG00000147421.18,HAVANA,gene,,,protein_coding,HMBOX1,1,HGNC:26137,OTTHUMG00000172138.4
ENSG00000147432.7,HAVANA,gene,,,protein_coding,CHRNB3,1,HGNC:1963,OTTHUMG00000165262.5
ENSG00000147434.9,HAVANA,gene,,,protein_coding,CHRNA6,1,HGNC:15963,OTTHUMG00000165275.2
ENSG00000147437.10,HAVANA,gene,,,protein_coding,GNRH1,2,HGNC:4419,OTTHUMG00000163852.2
ENSG00000147443.13,HAVANA,gene,,,protein_coding,DOK2,1,HGNC:2991,OTTHUMG00000131075.5
ENSG00000147454.14,HAVANA,gene,,,protein_coding,SLC25A37,1,HGNC:29786,OTTHUMG00000163865.2
ENSG00000147457.14,HAVANA,gene,,,protein_coding,CHMP7,1,HGNC:28439,OTTHUMG00000131785.6
ENSG00000147459.18,HAVANA,gene,,,protein_coding,DOCK5,1,HGNC:23476,OTTHUMG00000131991.12
ENSG00000147465.12,HAVANA,gene,,,protein_coding,STAR,1,HGNC:11359,OTTHUMG00000164058.8
ENSG00000147471.12,HAVANA,gene,,,protein_coding,PLPBP,1,HGNC:9457,OTTHUMG00000164024.5
ENSG00000147475.17,HAVANA,gene,,,protein_coding,ERLIN2,1,HGNC:1356,OTTHUMG00000164005.9
ENSG00000147481.17,HAVANA,gene,,,protein_coding,SNTG1,2,HGNC:13740,OTTHUMG00000164257.17
ENSG00000147485.13,HAVANA,gene,,,protein_coding,PXDNL,2,HGNC:26359,OTTHUMG00000164244.2
ENSG00000147509.14,HAVANA,gene,,,protein_coding,RGS20,2,HGNC:14600,OTTHUMG00000164750.3
ENSG00000147526.20,HAVANA,gene,,,protein_coding,TACC1,1,HGNC:11522,OTTHUMG00000164018.12
ENSG00000147535.17,HAVANA,gene,,,protein_coding,PLPP5,1,HGNC:25026,OTTHUMG00000165104.5
ENSG00000147536.12,HAVANA,gene,,,protein_coding,GINS4,2,HGNC:28226,OTTHUMG00000164079.4
ENSG00000147548.17,HAVANA,gene,,,protein_coding,NSD3,2,HGNC:12767,OTTHUMG00000165115.10
ENSG00000147570.10,HAVANA,gene,,,protein_coding,DNAJC5B,2,HGNC:24138,OTTHUMG00000164470.4
ENSG00000147571.5,HAVANA,gene,,,protein_coding,CRH,2,HGNC:2355,OTTHUMG00000164474.3
ENSG00000147573.17,HAVANA,gene,,,protein_coding,TRIM55,2,HGNC:14215,OTTHUMG00000164473.3
ENSG00000147576.17,HAVANA,gene,,,protein_coding,ADHFE1,2,HGNC:16354,OTTHUMG00000193427.2
ENSG00000147586.10,HAVANA,gene,,,protein_coding,MRPS28,1,HGNC:14513,OTTHUMG00000164642.7
ENSG00000147588.7,HAVANA,gene,,,protein_coding,PMP2,1,HGNC:9117,OTTHUMG00000164600.2
ENSG00000147592.9,HAVANA,gene,,,protein_coding,LACTB2,2,HGNC:18512,OTTHUMG00000164430.2
ENSG00000147596.4,HAVANA,gene,,,protein_coding,PRDM14,2,HGNC:14001,OTTHUMG00000150495.4
ENSG00000147601.15,HAVANA,gene,,,protein_coding,TERF1,1,HGNC:11728,OTTHUMG00000164522.6
ENSG00000147604.14,HAVANA,gene,,,protein_coding,RPL7,1,HGNC:10363,OTTHUMG00000134312.5
ENSG00000147606.9,HAVANA,gene,,,protein_coding,SLC26A7,2,HGNC:14467,OTTHUMG00000164062.3
ENSG00000147613.8,HAVANA,gene,,,protein_coding,PSKH2,2,HGNC:18997,OTTHUMG00000163638.2
ENSG00000147614.4,HAVANA,gene,,,protein_coding,ATP6V0D2,2,HGNC:18266,OTTHUMG00000163637.6
ENSG00000147642.17,HAVANA,gene,,,protein_coding,SYBU,2,HGNC:26011,OTTHUMG00000165634.3
ENSG00000147647.13,HAVANA,gene,,,protein_coding,DPYS,1,HGNC:3013,OTTHUMG00000164891.5
ENSG00000147649.10,HAVANA,gene,,,protein_coding,MTDH,1,HGNC:29608,OTTHUMG00000164692.6
ENSG00000147654.15,HAVANA,gene,,,protein_coding,EBAG9,1,HGNC:3123,OTTHUMG00000165346.4
ENSG00000147655.12,HAVANA,gene,,,protein_coding,RSPO2,1,HGNC:28583,OTTHUMG00000164893.4
ENSG00000147669.11,HAVANA,gene,,,protein_coding,POLR2K,2,HGNC:9198,OTTHUMG00000164705.4
ENSG00000147676.14,HAVANA,gene,,,protein_coding,MAL2,2,HGNC:13634,OTTHUMG00000164973.5
ENSG00000147679.12,HAVANA,gene,,,protein_coding,UTP23,2,HGNC:28224,OTTHUMG00000164958.4
ENSG00000147684.10,HAVANA,gene,,,protein_coding,NDUFB9,1,HGNC:7704,OTTHUMG00000165054.3
ENSG00000147687.19,HAVANA,gene,,,protein_coding,TATDN1,1,HGNC:24220,OTTHUMG00000165068.5
ENSG00000147697.9,HAVANA,gene,,,protein_coding,GSDMC,2,HGNC:7151,OTTHUMG00000164851.2
ENSG00000147724.12,HAVANA,gene,,,protein_coding,FAM135B,1,HGNC:28029,OTTHUMG00000149864.6
ENSG00000147804.10,HAVANA,gene,,,protein_coding,SLC39A4,1,HGNC:17129,OTTHUMG00000165208.4
ENSG00000147813.16,HAVANA,gene,,,protein_coding,NAPRT,2,HGNC:30450,OTTHUMG00000156942.6
ENSG00000147853.17,HAVANA,gene,,,protein_coding,AK3,2,HGNC:17376,OTTHUMG00000019472.3
ENSG00000147854.17,HAVANA,gene,,,protein_coding,UHRF2,2,HGNC:12557,OTTHUMG00000019521.9
ENSG00000147869.5,HAVANA,gene,,,protein_coding,CER1,2,HGNC:1862,OTTHUMG00000021022.2
ENSG00000147872.10,HAVANA,gene,,,protein_coding,PLIN2,2,HGNC:248,OTTHUMG00000019624.3
ENSG00000147874.11,HAVANA,gene,,,protein_coding,HAUS6,2,HGNC:25948,OTTHUMG00000019622.4
ENSG00000147883.12,HAVANA,gene,,,protein_coding,CDKN2B,2,HGNC:1788,OTTHUMG00000019691.4
ENSG00000147885.4,HAVANA,gene,,,protein_coding,IFNA16,2,HGNC:5421,OTTHUMG00000019663.1
ENSG00000147889.18,HAVANA,gene,,,protein_coding,CDKN2A,1,HGNC:1787,OTTHUMG00000019686.7
ENSG00000147894.17,HAVANA,gene,,,protein_coding,C9orf72,2,HGNC:28337,OTTHUMG00000019716.4
ENSG00000147905.18,HAVANA,gene,,,protein_coding,ZCCHC7,2,HGNC:26209,OTTHUMG00000019915.3
ENSG00000147912.13,HAVANA,gene,,,protein_coding,FBXO10,2,HGNC:13589,OTTHUMG00000019926.6
ENSG00000148019.14,HAVANA,gene,,,protein_coding,CEP78,2,HGNC:25740,OTTHUMG00000020062.14
ENSG00000148057.16,HAVANA,gene,,,protein_coding,IDNK,1,HGNC:31367,OTTHUMG00000020105.7
ENSG00000148082.10,HAVANA,gene,,,protein_coding,SHC3,2,HGNC:18181,OTTHUMG00000020179.3
ENSG00000148090.12,HAVANA,gene,,,protein_coding,AUH,2,HGNC:890,OTTHUMG00000020207.1
ENSG00000148123.15,HAVANA,gene,,,protein_coding,PLPPR1,2,HGNC:25993,OTTHUMG00000020373.4
ENSG00000148136.5,HAVANA,gene,,,protein_coding,OR13C4,2,HGNC:14722,OTTHUMG00000020407.2
ENSG00000148143.13,HAVANA,gene,,,protein_coding,ZNF462,1,HGNC:21684,OTTHUMG00000020438.5
ENSG00000148153.14,HAVANA,gene,,,protein_coding,INIP,2,HGNC:24994,OTTHUMG00000020509.4
ENSG00000148154.10,HAVANA,gene,,,protein_coding,UGCG,2,HGNC:12524,OTTHUMG00000020498.2
ENSG00000148156.8,HAVANA,gene,,,protein_coding,ACTL7B,2,HGNC:162,OTTHUMG00000020462.3
ENSG00000148158.17,HAVANA,gene,,,protein_coding,SNX30,2,HGNC:23685,OTTHUMG00000020512.3
ENSG00000148175.13,HAVANA,gene,,,protein_coding,STOM,2,HGNC:3383,OTTHUMG00000020590.3
ENSG00000148180.21,HAVANA,gene,,,protein_coding,GSN,2,HGNC:4620,OTTHUMG00000020584.8
ENSG00000148187.18,HAVANA,gene,,,protein_coding,MRRF,2,HGNC:7234,OTTHUMG00000020600.7
ENSG00000148200.17,HAVANA,gene,,,protein_coding,NR6A1,2,HGNC:7985,OTTHUMG00000020661.6
ENSG00000148204.12,HAVANA,gene,,,protein_coding,CRB2,2,HGNC:18688,OTTHUMG00000020638.7
ENSG00000148215.4,HAVANA,gene,,,protein_coding,OR5C1,2,HGNC:8331,OTTHUMG00000020622.2
ENSG00000148218.16,HAVANA,gene,,,protein_coding,ALAD,2,HGNC:395,OTTHUMG00000020522.6
ENSG00000148225.16,HAVANA,gene,,,protein_coding,WDR31,2,HGNC:21421,OTTHUMG00000020525.6
ENSG00000148229.13,HAVANA,gene,,,protein_coding,POLE3,2,HGNC:13546,OTTHUMG00000020523.3
ENSG00000148248.14,HAVANA,gene,,,protein_coding,SURF4,2,HGNC:11476,OTTHUMG00000020868.3
ENSG00000148288.13,HAVANA,gene,,,protein_coding,GBGT1,2,HGNC:20460,OTTHUMG00000020853.4
ENSG00000148290.10,HAVANA,gene,,,protein_coding,SURF1,2,HGNC:11474,OTTHUMG00000020866.6
ENSG00000148291.10,HAVANA,gene,,,protein_coding,SURF2,2,HGNC:11475,OTTHUMG00000020867.3
ENSG00000148296.7,HAVANA,gene,,,protein_coding,SURF6,2,HGNC:11478,OTTHUMG00000020871.4
ENSG00000148297.16,HAVANA,gene,,,protein_coding,MED22,2,HGNC:11477,OTTHUMG00000020869.12
ENSG00000148300.12,HAVANA,gene,,,protein_coding,REXO4,2,HGNC:12820,OTTHUMG00000020870.8
