,source,type,score,phase,gene_type,gene_name,level,hgnc_id,havana_gene
ENSG00000143727.16,HAVANA,gene,,,protein_coding,ACP1,2,HGNC:122,OTTHUMG00000086933.6
ENSG00000143742.14,HAVANA,gene,,,protein_coding,SRP9,2,HGNC:11304,OTTHUMG00000037738.4
ENSG00000143748.18,HAVANA,gene,,,protein_coding,NVL,1,HGNC:8070,OTTHUMG00000037536.9
ENSG00000143751.10,HAVANA,gene,,,protein_coding,SDE2,2,HGNC:26643,OTTHUMG00000037504.3
ENSG00000143753.13,HAVANA,gene,,,protein_coding,DEGS1,2,HGNC:13709,OTTHUMG00000037496.5
ENSG00000143756.12,HAVANA,gene,,,protein_coding,FBXO28,2,HGNC:29046,OTTHUMG00000037495.3
ENSG00000143761.16,HAVANA,gene,,,protein_coding,ARF1,2,HGNC:652,OTTHUMG00000037595.4
ENSG00000143768.13,HAVANA,gene,,,protein_coding,LEFTY2,2,HGNC:3122,OTTHUMG00000037441.2
ENSG00000143771.12,HAVANA,gene,,,protein_coding,CNIH4,2,HGNC:25013,OTTHUMG00000037635.4
ENSG00000143774.17,HAVANA,gene,,,protein_coding,GUK1,2,HGNC:4693,OTTHUMG00000039503.6
ENSG00000143786.8,HAVANA,gene,,,protein_coding,CNIH3,2,HGNC:26802,OTTHUMG00000037634.4
ENSG00000143793.13,HAVANA,gene,,,protein_coding,C1orf35,2,HGNC:19032,OTTHUMG00000037793.3
ENSG00000143797.12,HAVANA,gene,,,protein_coding,MBOAT2,2,HGNC:25193,OTTHUMG00000090363.5
ENSG00000143799.14,HAVANA,gene,,,protein_coding,PARP1,2,HGNC:270,OTTHUMG00000037556.4
ENSG00000143801.18,HAVANA,gene,,,protein_coding,PSEN2,1,HGNC:9509,OTTHUMG00000037563.7
ENSG00000143815.15,HAVANA,gene,,,protein_coding,LBR,2,HGNC:6518,OTTHUMG00000037520.18
ENSG00000143816.8,HAVANA,gene,,,protein_coding,WNT9A,2,HGNC:12778,OTTHUMG00000037592.2
ENSG00000143839.15,HAVANA,gene,,,protein_coding,REN,2,HGNC:9958,OTTHUMG00000036059.3
ENSG00000143842.15,HAVANA,gene,,,protein_coding,SOX13,2,HGNC:11192,OTTHUMG00000036050.6
ENSG00000143845.15,HAVANA,gene,,,protein_coding,ETNK2,1,HGNC:25575,OTTHUMG00000036061.7
ENSG00000143850.16,HAVANA,gene,,,protein_coding,PLEKHA6,1,HGNC:17053,OTTHUMG00000036057.10
ENSG00000143858.12,HAVANA,gene,,,protein_coding,SYT2,2,HGNC:11510,OTTHUMG00000041388.2
ENSG00000143862.8,HAVANA,gene,,,protein_coding,ARL8A,2,HGNC:25192,OTTHUMG00000035923.2
ENSG00000143867.7,HAVANA,gene,,,protein_coding,OSR1,2,HGNC:8111,OTTHUMG00000088793.3
ENSG00000143869.7,HAVANA,gene,,,protein_coding,GDF7,2,HGNC:4222,OTTHUMG00000090781.4
ENSG00000143870.13,HAVANA,gene,,,protein_coding,PDIA6,1,HGNC:30168,OTTHUMG00000090479.6
ENSG00000143878.10,HAVANA,gene,,,protein_coding,RHOB,2,HGNC:668,OTTHUMG00000090755.4
ENSG00000143882.12,HAVANA,gene,,,protein_coding,ATP6V1C2,2,HGNC:18264,OTTHUMG00000090459.6
ENSG00000143889.16,HAVANA,gene,,,protein_coding,HNRNPLL,1,HGNC:25127,OTTHUMG00000102075.5
ENSG00000143891.17,HAVANA,gene,,,protein_coding,GALM,1,HGNC:24063,OTTHUMG00000102077.5
ENSG00000143919.15,HAVANA,gene,,,protein_coding,CAMKMT,2,HGNC:26276,OTTHUMG00000128761.5
ENSG00000143921.9,HAVANA,gene,,,protein_coding,ABCG8,2,HGNC:13887,OTTHUMG00000128756.6
ENSG00000143924.19,HAVANA,gene,,,protein_coding,EML4,2,HGNC:1316,OTTHUMG00000128603.7
ENSG00000143942.5,HAVANA,gene,,,protein_coding,CHAC2,2,HGNC:32363,OTTHUMG00000151824.2
ENSG00000143951.16,HAVANA,gene,,,protein_coding,WDPCP,1,HGNC:28027,OTTHUMG00000152566.10
ENSG00000143952.20,HAVANA,gene,,,protein_coding,VPS54,1,HGNC:18652,OTTHUMG00000152627.3
ENSG00000143954.13,HAVANA,gene,,,protein_coding,REG3G,1,HGNC:29595,OTTHUMG00000130018.4
ENSG00000143971.9,HAVANA,gene,,,protein_coding,ETAA1,2,HGNC:24648,OTTHUMG00000129545.4
ENSG00000143977.14,HAVANA,gene,,,protein_coding,SNRPG,1,HGNC:11163,OTTHUMG00000129670.5
ENSG00000143994.14,HAVANA,gene,,,protein_coding,ABHD1,2,HGNC:17553,OTTHUMG00000097072.7
ENSG00000143995.20,HAVANA,gene,,,protein_coding,MEIS1,1,HGNC:7000,OTTHUMG00000150714.14
ENSG00000144010.10,HAVANA,gene,,,protein_coding,TRIM43B,2,HGNC:37146,OTTHUMG00000155170.2
ENSG00000144015.5,HAVANA,gene,,,protein_coding,TRIM43,2,HGNC:19015,OTTHUMG00000130401.2
ENSG00000144021.3,HAVANA,gene,,,protein_coding,CIAO1,2,HGNC:14280,OTTHUMG00000130452.3
ENSG00000144026.12,HAVANA,gene,,,protein_coding,ZNF514,2,HGNC:25894,OTTHUMG00000130391.5
ENSG00000144028.15,HAVANA,gene,,,protein_coding,SNRNP200,2,HGNC:30859,OTTHUMG00000130455.7
ENSG00000144029.12,HAVANA,gene,,,protein_coding,MRPS5,2,HGNC:14498,OTTHUMG00000130394.3
ENSG00000144031.12,HAVANA,gene,,,protein_coding,ANKRD53,1,HGNC:25691,OTTHUMG00000129712.7
ENSG00000144034.16,HAVANA,gene,,,protein_coding,TPRKB,2,HGNC:24259,OTTHUMG00000129815.4
ENSG00000144035.4,HAVANA,gene,,,protein_coding,NAT8,2,HGNC:18069,OTTHUMG00000129818.4
ENSG00000144036.16,HAVANA,gene,,,protein_coding,EXOC6B,2,HGNC:17085,OTTHUMG00000152723.3
ENSG00000144040.13,HAVANA,gene,,,protein_coding,SFXN5,1,HGNC:16073,OTTHUMG00000129775.9
ENSG00000144043.12,HAVANA,gene,,,protein_coding,TEX261,2,HGNC:30712,OTTHUMG00000170601.2
ENSG00000144045.14,HAVANA,gene,,,protein_coding,DQX1,1,HGNC:20410,OTTHUMG00000129965.7
ENSG00000144048.10,HAVANA,gene,,,protein_coding,DUSP11,1,HGNC:3066,OTTHUMG00000129816.3
ENSG00000144061.14,HAVANA,gene,,,protein_coding,NPHP1,1,HGNC:7905,OTTHUMG00000131195.3
ENSG00000144063.4,HAVANA,gene,,,protein_coding,MALL,1,HGNC:6818,OTTHUMG00000131196.3
ENSG00000144118.14,HAVANA,gene,,,protein_coding,RALB,1,HGNC:9840,OTTHUMG00000131435.22
ENSG00000144119.4,HAVANA,gene,,,protein_coding,C1QL2,2,HGNC:24181,OTTHUMG00000153271.3
ENSG00000144120.13,HAVANA,gene,,,protein_coding,TMEM177,1,HGNC:28143,OTTHUMG00000153312.3
ENSG00000144136.11,HAVANA,gene,,,protein_coding,SLC20A1,1,HGNC:10946,OTTHUMG00000131317.5
ENSG00000144152.13,HAVANA,gene,,,protein_coding,FBLN7,1,HGNC:26740,OTTHUMG00000153267.5
ENSG00000144182.17,HAVANA,gene,,,protein_coding,LIPT1,2,HGNC:29569,OTTHUMG00000130640.5
ENSG00000144191.12,HAVANA,gene,,,protein_coding,CNGA3,1,HGNC:2150,OTTHUMG00000130561.4
ENSG00000144199.12,HAVANA,gene,,,protein_coding,FAHD2B,2,HGNC:25318,OTTHUMG00000130533.2
ENSG00000144214.10,HAVANA,gene,,,protein_coding,LYG1,2,HGNC:27014,OTTHUMG00000130639.2
ENSG00000144224.17,HAVANA,gene,,,protein_coding,UBXN4,2,HGNC:14860,OTTHUMG00000153577.3
ENSG00000144227.5,HAVANA,gene,,,protein_coding,NXPH2,2,HGNC:8076,OTTHUMG00000153636.2
ENSG00000144228.9,HAVANA,gene,,,protein_coding,SPOPL,2,HGNC:27934,OTTHUMG00000153635.2
ENSG00000144231.11,HAVANA,gene,,,protein_coding,POLR2D,1,HGNC:9191,OTTHUMG00000131531.6
ENSG00000144278.15,HAVANA,gene,,,protein_coding,GALNT13,1,HGNC:23242,OTTHUMG00000131917.5
ENSG00000144290.17,HAVANA,gene,,,protein_coding,SLC4A10,2,HGNC:13811,OTTHUMG00000153938.6
ENSG00000144306.15,HAVANA,gene,,,protein_coding,SCRN3,1,HGNC:30382,OTTHUMG00000132332.11
ENSG00000144320.14,HAVANA,gene,,,protein_coding,LNPK,2,HGNC:21610,OTTHUMG00000154112.7
ENSG00000144331.20,HAVANA,gene,,,protein_coding,ZNF385B,2,HGNC:26332,OTTHUMG00000154559.11
ENSG00000144339.12,HAVANA,gene,,,protein_coding,TMEFF2,1,HGNC:11867,OTTHUMG00000132723.5
ENSG00000144354.14,HAVANA,gene,,,protein_coding,CDCA7,2,HGNC:14628,OTTHUMG00000132296.3
ENSG00000144355.15,HAVANA,gene,,,protein_coding,DLX1,1,HGNC:2914,OTTHUMG00000073951.5
ENSG00000144357.18,HAVANA,gene,,,protein_coding,UBR3,2,HGNC:30467,OTTHUMG00000132229.4
ENSG00000144362.12,HAVANA,gene,,,protein_coding,PHOSPHO2,2,HGNC:28316,OTTHUMG00000153981.5
ENSG00000144366.16,HAVANA,gene,,,protein_coding,GULP1,1,HGNC:18649,OTTHUMG00000132647.5
ENSG00000144381.18,HAVANA,gene,,,protein_coding,HSPD1,2,HGNC:5261,OTTHUMG00000154463.5
ENSG00000144395.18,HAVANA,gene,,,protein_coding,CCDC150,2,HGNC:26834,OTTHUMG00000154475.6
ENSG00000144401.14,HAVANA,gene,,,protein_coding,METTL21A,1,HGNC:30476,OTTHUMG00000132934.4
ENSG00000144406.19,HAVANA,gene,,,protein_coding,UNC80,2,HGNC:26582,OTTHUMG00000132963.14
ENSG00000144410.5,HAVANA,gene,,,protein_coding,CPO,2,HGNC:21011,OTTHUMG00000088987.3
ENSG00000144445.17,HAVANA,gene,,,protein_coding,KANSL1L,1,HGNC:26310,OTTHUMG00000154697.6
ENSG00000144452.15,HAVANA,gene,,,protein_coding,ABCA12,2,HGNC:14637,OTTHUMG00000154801.4
ENSG00000144455.14,HAVANA,gene,,,protein_coding,SUMF1,1,HGNC:20376,OTTHUMG00000090269.6
ENSG00000144460.12,HAVANA,gene,,,protein_coding,NYAP2,2,HGNC:29291,OTTHUMG00000153450.2
ENSG00000144468.17,HAVANA,gene,,,protein_coding,RHBDD1,2,HGNC:23081,OTTHUMG00000133178.8
ENSG00000144476.6,HAVANA,gene,,,protein_coding,ACKR3,2,HGNC:23692,OTTHUMG00000133295.5
ENSG00000144481.17,HAVANA,gene,,,protein_coding,TRPM8,1,HGNC:17961,OTTHUMG00000059129.11
ENSG00000144485.11,HAVANA,gene,,,protein_coding,HES6,2,HGNC:18254,OTTHUMG00000133340.5
ENSG00000144488.15,HAVANA,gene,,,protein_coding,ESPNL,2,HGNC:27937,OTTHUMG00000133335.4
ENSG00000144524.18,HAVANA,gene,,,protein_coding,COPS7B,1,HGNC:16760,OTTHUMG00000133228.4
ENSG00000144535.20,HAVANA,gene,,,protein_coding,DIS3L2,1,HGNC:28648,OTTHUMG00000153385.3
ENSG00000144566.11,HAVANA,gene,,,protein_coding,RAB5A,1,HGNC:9783,OTTHUMG00000129889.6
ENSG00000144567.11,HAVANA,gene,,,protein_coding,RETREG2,1,HGNC:28450,OTTHUMG00000154577.5
ENSG00000144579.8,HAVANA,gene,,,protein_coding,CTDSP1,1,HGNC:21614,OTTHUMG00000133109.3
ENSG00000144580.14,HAVANA,gene,,,protein_coding,CNOT9,1,HGNC:10445,OTTHUMG00000154750.2
ENSG00000144583.5,HAVANA,gene,,,protein_coding,MARCHF4,2,HGNC:29269,OTTHUMG00000154824.3
ENSG00000144589.22,HAVANA,gene,,,protein_coding,STK11IP,2,HGNC:19184,OTTHUMG00000059239.8
ENSG00000144596.13,HAVANA,gene,,,protein_coding,GRIP2,2,HGNC:23841,OTTHUMG00000155544.7
ENSG00000144597.14,HAVANA,gene,,,protein_coding,EAF1,2,HGNC:20907,OTTHUMG00000162544.3
ENSG00000144619.15,HAVANA,gene,,,protein_coding,CNTN4,1,HGNC:2174,OTTHUMG00000119031.12
ENSG00000144635.9,HAVANA,gene,,,protein_coding,DYNC1LI1,1,HGNC:18745,OTTHUMG00000130750.4
ENSG00000144642.22,HAVANA,gene,,,protein_coding,RBMS3,2,HGNC:13427,OTTHUMG00000155699.10
ENSG00000144648.16,HAVANA,gene,,,protein_coding,ACKR2,2,HGNC:1565,OTTHUMG00000186377.5
ENSG00000144655.15,HAVANA,gene,,,protein_coding,CSRNP1,2,HGNC:14300,OTTHUMG00000131293.3
ENSG00000144659.13,HAVANA,gene,,,protein_coding,SLC25A38,2,HGNC:26054,OTTHUMG00000131289.12
ENSG00000144668.12,HAVANA,gene,,,protein_coding,ITGA9,2,HGNC:6145,OTTHUMG00000130815.5
ENSG00000144677.15,HAVANA,gene,,,protein_coding,CTDSPL,1,HGNC:16890,OTTHUMG00000155942.4
ENSG00000144711.16,HAVANA,gene,,,protein_coding,IQSEC1,1,HGNC:29112,OTTHUMG00000155398.9
ENSG00000144712.12,HAVANA,gene,,,protein_coding,CAND2,1,HGNC:30689,OTTHUMG00000155397.6
ENSG00000144713.13,HAVANA,gene,,,protein_coding,RPL32,2,HGNC:10336,OTTHUMG00000129804.5
ENSG00000144724.20,HAVANA,gene,,,protein_coding,PTPRG,2,HGNC:9671,OTTHUMG00000158660.2
ENSG00000144730.19,HAVANA,gene,,,protein_coding,IL17RD,2,HGNC:17616,OTTHUMG00000150171.5
ENSG00000144736.14,HAVANA,gene,,,protein_coding,SHQ1,1,HGNC:25543,OTTHUMG00000158814.3
ENSG00000144744.17,HAVANA,gene,,,protein_coding,UBA3,2,HGNC:12470,OTTHUMG00000154325.4
ENSG00000144746.7,HAVANA,gene,,,protein_coding,ARL6IP5,2,HGNC:16937,OTTHUMG00000158773.2
ENSG00000144747.17,HAVANA,gene,,,protein_coding,TMF1,2,HGNC:11870,OTTHUMG00000158771.3
ENSG00000144749.14,HAVANA,gene,,,protein_coding,LRIG1,2,HGNC:17360,OTTHUMG00000158727.1
ENSG00000144771.8,HAVANA,gene,,,protein_coding,LRTM1,2,HGNC:25023,OTTHUMG00000158578.2
ENSG00000144791.10,HAVANA,gene,,,protein_coding,LIMD1,1,HGNC:6612,OTTHUMG00000133453.3
ENSG00000144792.9,HAVANA,gene,,,protein_coding,ZNF660,2,HGNC:26720,OTTHUMG00000133097.6
ENSG00000144802.11,HAVANA,gene,,,protein_coding,NFKBIZ,1,HGNC:29805,OTTHUMG00000159194.18
ENSG00000144810.16,HAVANA,gene,,,protein_coding,COL8A1,2,HGNC:2215,OTTHUMG00000148669.5
ENSG00000144820.8,HAVANA,gene,,,protein_coding,ADGRG7,1,HGNC:19241,OTTHUMG00000159083.2
ENSG00000144824.21,HAVANA,gene,,,protein_coding,PHLDB2,1,HGNC:29573,OTTHUMG00000159282.4
ENSG00000144827.9,HAVANA,gene,,,protein_coding,ABHD10,2,HGNC:25656,OTTHUMG00000159280.2
ENSG00000144834.14,HAVANA,gene,,,protein_coding,TAGLN3,1,HGNC:29868,OTTHUMG00000159281.4
ENSG00000144837.9,HAVANA,gene,,,protein_coding,PLA1A,1,HGNC:17661,OTTHUMG00000159425.6
ENSG00000144840.10,HAVANA,gene,,,protein_coding,RABL3,2,HGNC:18072,OTTHUMG00000159668.2
ENSG00000144847.13,HAVANA,gene,,,protein_coding,IGSF11,1,HGNC:16669,OTTHUMG00000159387.5
ENSG00000144848.11,HAVANA,gene,,,protein_coding,ATG3,2,HGNC:20962,OTTHUMG00000159260.22
ENSG00000144867.13,HAVANA,gene,,,protein_coding,SRPRB,2,HGNC:24085,OTTHUMG00000159753.4
ENSG00000144868.14,HAVANA,gene,,,protein_coding,TMEM108,1,HGNC:28451,OTTHUMG00000159685.6
ENSG00000144895.12,HAVANA,gene,,,protein_coding,EIF2A,1,HGNC:3254,OTTHUMG00000159775.4
ENSG00000144908.14,HAVANA,gene,,,protein_coding,ALDH1L1,1,HGNC:3978,OTTHUMG00000125551.4
ENSG00000144909.8,HAVANA,gene,,,protein_coding,OSBPL11,2,HGNC:16397,OTTHUMG00000159571.2
ENSG00000144959.11,HAVANA,gene,,,protein_coding,NCEH1,1,HGNC:29260,OTTHUMG00000156872.8
ENSG00000144962.7,HAVANA,gene,,,protein_coding,SPATA16,2,HGNC:29935,OTTHUMG00000156865.3
ENSG00000145014.18,HAVANA,gene,,,protein_coding,TMEM44,1,HGNC:25120,OTTHUMG00000156023.3
ENSG00000145016.16,HAVANA,gene,,,protein_coding,RUBCN,1,HGNC:28991,OTTHUMG00000155452.6
ENSG00000145020.16,HAVANA,gene,,,protein_coding,AMT,1,HGNC:473,OTTHUMG00000156847.13
ENSG00000145029.14,HAVANA,gene,,,protein_coding,NICN1,2,HGNC:18317,OTTHUMG00000156848.4
ENSG00000145040.4,HAVANA,gene,,,protein_coding,UCN2,2,HGNC:18414,OTTHUMG00000133533.2
ENSG00000145050.19,HAVANA,gene,,,protein_coding,MANF,2,HGNC:15461,OTTHUMG00000156897.8
ENSG00000145087.13,HAVANA,gene,,,protein_coding,STXBP5L,2,HGNC:30757,OTTHUMG00000159426.4
ENSG00000145088.9,HAVANA,gene,,,protein_coding,EAF2,1,HGNC:23115,OTTHUMG00000159424.2
ENSG00000145103.15,HAVANA,gene,,,protein_coding,ILDR1,2,HGNC:28741,OTTHUMG00000159481.4
ENSG00000145107.16,HAVANA,gene,,,protein_coding,TM4SF19,1,HGNC:25167,OTTHUMG00000155675.2
ENSG00000145113.22,HAVANA,gene,,,protein_coding,MUC4,1,HGNC:7514,OTTHUMG00000151827.7
ENSG00000145147.20,HAVANA,gene,,,protein_coding,SLIT2,2,HGNC:11086,OTTHUMG00000128551.5
ENSG00000145191.15,HAVANA,gene,,,protein_coding,EIF2B5,1,HGNC:3261,OTTHUMG00000156840.21
ENSG00000145192.13,HAVANA,gene,,,protein_coding,AHSG,1,HGNC:349,OTTHUMG00000156605.2
ENSG00000145194.19,HAVANA,gene,,,protein_coding,ECE2,2,HGNC:13275,OTTHUMG00000150551.4
ENSG00000145214.14,HAVANA,gene,,,protein_coding,DGKQ,1,HGNC:2856,OTTHUMG00000088629.5
ENSG00000145216.16,HAVANA,gene,,,protein_coding,FIP1L1,1,HGNC:19124,OTTHUMG00000128701.4
ENSG00000145217.14,HAVANA,gene,,,protein_coding,SLC26A1,1,HGNC:10993,OTTHUMG00000160003.2
ENSG00000145220.14,HAVANA,gene,,,protein_coding,LYAR,2,HGNC:26021,OTTHUMG00000125477.20
ENSG00000145241.11,HAVANA,gene,,,protein_coding,CENPC,2,HGNC:1854,OTTHUMG00000160735.5
ENSG00000145244.12,HAVANA,gene,,,protein_coding,CORIN,1,HGNC:19012,OTTHUMG00000099441.4
ENSG00000145246.14,HAVANA,gene,,,protein_coding,ATP10D,2,HGNC:13549,OTTHUMG00000160784.4
ENSG00000145247.12,HAVANA,gene,,,protein_coding,OCIAD2,2,HGNC:28685,OTTHUMG00000128626.35
ENSG00000145248.7,HAVANA,gene,,,protein_coding,SLC10A4,2,HGNC:22980,OTTHUMG00000102092.6
ENSG00000145283.8,HAVANA,gene,,,protein_coding,SLC10A6,2,HGNC:30603,OTTHUMG00000130596.4
ENSG00000145284.12,HAVANA,gene,,,protein_coding,SCD5,2,HGNC:21088,OTTHUMG00000130293.2
ENSG00000145287.11,HAVANA,gene,,,protein_coding,PLAC8,1,HGNC:19254,OTTHUMG00000130294.2
ENSG00000145309.6,HAVANA,gene,,,protein_coding,CABS1,2,HGNC:30710,OTTHUMG00000129405.4
ENSG00000145321.13,HAVANA,gene,,,protein_coding,GC,2,HGNC:4187,OTTHUMG00000129915.5
ENSG00000145331.14,HAVANA,gene,,,protein_coding,TRMT10A,2,HGNC:28403,OTTHUMG00000131025.5
ENSG00000145332.14,HAVANA,gene,,,protein_coding,KLHL8,1,HGNC:18644,OTTHUMG00000130593.3
ENSG00000145335.17,HAVANA,gene,,,protein_coding,SNCA,2,HGNC:11138,OTTHUMG00000130948.7
ENSG00000145348.17,HAVANA,gene,,,protein_coding,TBCK,2,HGNC:28261,OTTHUMG00000131214.10
ENSG00000145354.12,HAVANA,gene,,,protein_coding,CISD2,1,HGNC:24212,OTTHUMG00000161014.6
ENSG00000145358.6,HAVANA,gene,,,protein_coding,DDIT4L,2,HGNC:30555,OTTHUMG00000161019.2
ENSG00000145365.11,HAVANA,gene,,,protein_coding,TIFA,2,HGNC:19075,OTTHUMG00000161066.3
ENSG00000145375.9,HAVANA,gene,,,protein_coding,SPATA5,1,HGNC:18119,OTTHUMG00000133074.5
ENSG00000145384.4,HAVANA,gene,,,protein_coding,FABP2,2,HGNC:3556,OTTHUMG00000132972.2
ENSG00000145386.11,HAVANA,gene,,,protein_coding,CCNA2,2,HGNC:1578,OTTHUMG00000133072.4
ENSG00000145388.15,HAVANA,gene,,,protein_coding,METTL14,1,HGNC:29330,OTTHUMG00000161167.6
ENSG00000145414.9,HAVANA,gene,,,protein_coding,NAF1,2,HGNC:25126,OTTHUMG00000161370.3
ENSG00000145423.5,HAVANA,gene,,,protein_coding,SFRP2,2,HGNC:10777,OTTHUMG00000161559.3
ENSG00000145425.10,HAVANA,gene,,,protein_coding,RPS3A,1,HGNC:10421,OTTHUMG00000161445.4
ENSG00000145428.15,HAVANA,gene,,,protein_coding,RNF175,2,HGNC:27735,OTTHUMG00000161557.11
ENSG00000145431.11,HAVANA,gene,,,protein_coding,PDGFC,2,HGNC:8801,OTTHUMG00000161803.5
ENSG00000145439.12,HAVANA,gene,,,protein_coding,CBR4,2,HGNC:25891,OTTHUMG00000161025.5
ENSG00000145451.13,HAVANA,gene,,,protein_coding,GLRA3,1,HGNC:4328,OTTHUMG00000149816.3
ENSG00000145476.16,HAVANA,gene,,,protein_coding,CYP4V2,2,HGNC:23198,OTTHUMG00000160379.3
ENSG00000145491.12,HAVANA,gene,,,protein_coding,ROPN1L,2,HGNC:24060,OTTHUMG00000090507.3
ENSG00000145494.12,HAVANA,gene,,,protein_coding,NDUFS6,2,HGNC:7713,OTTHUMG00000090372.3
ENSG00000145495.16,HAVANA,gene,,,protein_coding,MARCHF6,2,HGNC:30550,OTTHUMG00000162027.5
ENSG00000145506.14,HAVANA,gene,,,protein_coding,NKD2,1,HGNC:17046,OTTHUMG00000090348.4
ENSG00000145526.12,HAVANA,gene,,,protein_coding,CDH18,1,HGNC:1757,OTTHUMG00000090578.5
ENSG00000145536.15,HAVANA,gene,,,protein_coding,ADAMTS16,2,HGNC:17108,OTTHUMG00000161663.1
ENSG00000145545.12,HAVANA,gene,,,protein_coding,SRD5A1,2,HGNC:11284,OTTHUMG00000090456.4
ENSG00000145555.15,HAVANA,gene,,,protein_coding,MYO10,1,HGNC:7593,OTTHUMG00000161822.5
ENSG00000145569.6,HAVANA,gene,,,protein_coding,OTULINL,1,HGNC:25629,OTTHUMG00000131056.5
ENSG00000145592.14,HAVANA,gene,,,protein_coding,RPL37,1,HGNC:10347,OTTHUMG00000094774.6
ENSG00000145604.17,HAVANA,gene,,,protein_coding,SKP2,2,HGNC:10901,OTTHUMG00000131106.9
ENSG00000145623.13,HAVANA,gene,,,protein_coding,OSMR,1,HGNC:8507,OTTHUMG00000090811.3
ENSG00000145626.12,HAVANA,gene,,,protein_coding,UGT3A1,1,HGNC:26625,OTTHUMG00000131107.6
ENSG00000145632.15,HAVANA,gene,,,protein_coding,PLK2,2,HGNC:19699,OTTHUMG00000097047.3
ENSG00000145642.12,HAVANA,gene,,,protein_coding,SHISAL2B,2,HGNC:34236,OTTHUMG00000162292.3
ENSG00000145649.8,HAVANA,gene,,,protein_coding,GZMA,2,HGNC:4708,OTTHUMG00000097011.3
ENSG00000145675.15,HAVANA,gene,,,protein_coding,PIK3R1,1,HGNC:8979,OTTHUMG00000131251.4
ENSG00000145681.11,HAVANA,gene,,,protein_coding,HAPLN1,2,HGNC:2380,OTTHUMG00000119045.6
ENSG00000145685.14,HAVANA,gene,,,protein_coding,LHFPL2,1,HGNC:6588,OTTHUMG00000107579.6
ENSG00000145692.15,HAVANA,gene,,,protein_coding,BHMT,2,HGNC:1047,OTTHUMG00000108157.5
ENSG00000145700.10,HAVANA,gene,,,protein_coding,ANKRD31,2,HGNC:26853,OTTHUMG00000162649.4
ENSG00000145708.11,HAVANA,gene,,,protein_coding,CRHBP,2,HGNC:2356,OTTHUMG00000102133.3
ENSG00000145715.15,HAVANA,gene,,,protein_coding,RASA1,2,HGNC:9871,OTTHUMG00000162605.3
ENSG00000145721.12,HAVANA,gene,,,protein_coding,LIX1,2,HGNC:18581,OTTHUMG00000128720.5
ENSG00000145723.17,HAVANA,gene,,,protein_coding,GIN1,2,HGNC:25959,OTTHUMG00000162811.4
ENSG00000145725.20,HAVANA,gene,,,protein_coding,PPIP5K2,1,HGNC:29035,OTTHUMG00000181461.4
ENSG00000145736.14,HAVANA,gene,,,protein_coding,GTF2H2,2,HGNC:4656,OTTHUMG00000164542.4
ENSG00000145757.16,HAVANA,gene,,,protein_coding,SPATA9,2,HGNC:22988,OTTHUMG00000121169.5
ENSG00000145777.15,HAVANA,gene,,,protein_coding,TSLP,1,HGNC:30743,OTTHUMG00000128791.4
ENSG00000145779.8,HAVANA,gene,,,protein_coding,TNFAIP8,1,HGNC:17260,OTTHUMG00000162949.8
ENSG00000145780.8,HAVANA,gene,,,protein_coding,FEM1C,2,HGNC:16933,OTTHUMG00000128895.5
ENSG00000145781.9,HAVANA,gene,,,protein_coding,COMMD10,2,HGNC:30201,OTTHUMG00000162922.2
ENSG00000145782.13,HAVANA,gene,,,protein_coding,ATG12,2,HGNC:588,OTTHUMG00000128889.4
ENSG00000145794.17,HAVANA,gene,,,protein_coding,MEGF10,1,HGNC:29634,OTTHUMG00000128984.4
ENSG00000145808.10,HAVANA,gene,,,protein_coding,ADAMTS19,2,HGNC:17111,OTTHUMG00000128990.4
ENSG00000145817.17,HAVANA,gene,,,protein_coding,YIPF5,2,HGNC:24877,OTTHUMG00000129679.6
ENSG00000145819.18,HAVANA,gene,,,protein_coding,ARHGAP26,1,HGNC:17073,OTTHUMG00000059705.15
ENSG00000145824.13,HAVANA,gene,,,protein_coding,CXCL14,2,HGNC:10640,OTTHUMG00000129139.7
ENSG00000145826.9,HAVANA,gene,,,protein_coding,LECT2,1,HGNC:6550,OTTHUMG00000129146.5
ENSG00000145833.16,HAVANA,gene,,,protein_coding,DDX46,2,HGNC:18681,OTTHUMG00000163072.2
ENSG00000145839.2,HAVANA,gene,,,protein_coding,IL9,2,HGNC:6029,OTTHUMG00000129147.2
ENSG00000145850.9,HAVANA,gene,,,protein_coding,TIMD4,2,HGNC:25132,OTTHUMG00000130244.3
ENSG00000145860.12,HAVANA,gene,,,protein_coding,RNF145,1,HGNC:20853,OTTHUMG00000130306.5
ENSG00000145861.9,HAVANA,gene,,,protein_coding,C1QTNF2,2,HGNC:14325,OTTHUMG00000130323.4
ENSG00000145863.11,HAVANA,gene,,,protein_coding,GABRA6,1,HGNC:4080,OTTHUMG00000130351.5
ENSG00000145864.14,HAVANA,gene,,,protein_coding,GABRB2,2,HGNC:4082,OTTHUMG00000130349.3
ENSG00000145868.17,HAVANA,gene,,,protein_coding,FBXO38,2,HGNC:28844,OTTHUMG00000129929.5
ENSG00000145879.11,HAVANA,gene,,,protein_coding,SPINK7,2,HGNC:24643,OTTHUMG00000163522.6
ENSG00000145882.11,HAVANA,gene,,,protein_coding,PCYOX1L,2,HGNC:28477,OTTHUMG00000130052.5
ENSG00000145888.11,HAVANA,gene,,,protein_coding,GLRA1,2,HGNC:4326,OTTHUMG00000130121.2
